start_date,end_date,national_total,districts
2025-06-07,2025-06-13,1269,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 279}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 207}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 74}, {'district': <District.Kandy: 'Kandy'>, 'cases': 118}, {'district': <District.Matale: 'Matale'>, 'cases': 17}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 17}, {'district': <District.Galle: 'Galle'>, 'cases': 44}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 15}, {'district': <District.Matara: 'Matara'>, 'cases': 70}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 25}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 2}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 2}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 30}, {'district': <District.Ampara: 'Ampara'>, 'cases': 7}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 16}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 68}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 10}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 7}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 12}, {'district': <District.Badulla: 'Badulla'>, 'cases': 24}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 26}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 145}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 46}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 4}]"
2019-07-29,2019-08-05,1508,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 334}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 228}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 153}, {'district': <District.Kandy: 'Kandy'>, 'cases': 81}, {'district': <District.Matale: 'Matale'>, 'cases': 12}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 7}, {'district': <District.Galle: 'Galle'>, 'cases': 236}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 48}, {'district': <District.Matara: 'Matara'>, 'cases': 82}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 20}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 5}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 10}, {'district': <District.Ampara: 'Ampara'>, 'cases': 9}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 12}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 37}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 29}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 10}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 6}, {'district': <District.Badulla: 'Badulla'>, 'cases': 25}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 25}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 72}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 57}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 10}]"
2018-08-28,2018-08-03,1247,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 308}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 88}, {'district': <District.Kandy: 'Kandy'>, 'cases': 84}, {'district': <District.Matale: 'Matale'>, 'cases': 24}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 14}, {'district': <District.Galle: 'Galle'>, 'cases': 27}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 27}, {'district': <District.Matara: 'Matara'>, 'cases': 42}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 46}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 3}, {'district': <District.Mannar: 'Mannar'>, 'cases': 44}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 14}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 4}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 59}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 23}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 64}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 28}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 17}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 6}, {'district': <District.Badulla: 'Badulla'>, 'cases': 13}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 20}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 49}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 40}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 20}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 1}]"
2010-08-21,2010-08-27,637,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 171}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 64}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 49}, {'district': <District.Kandy: 'Kandy'>, 'cases': 33}, {'district': <District.Matale: 'Matale'>, 'cases': 9}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 4}, {'district': <District.Galle: 'Galle'>, 'cases': 34}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 25}, {'district': <District.Matara: 'Matara'>, 'cases': 21}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 18}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 5}, {'district': <District.Mannar: 'Mannar'>, 'cases': 34}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 5}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 4}, {'district': <District.Ampara: 'Ampara'>, 'cases': 2}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 40}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 9}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 7}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 5}, {'district': <District.Badulla: 'Badulla'>, 'cases': 38}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 12}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 45}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 27}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 3}]"
2010-01-01,2011-01-07,136,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 38}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 12}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 3}, {'district': <District.Kandy: 'Kandy'>, 'cases': 1}, {'district': <District.Matale: 'Matale'>, 'cases': 6}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 2}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 2}, {'district': <District.Matara: 'Matara'>, 'cases': 2}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 9}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 3}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 5}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 16}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 8}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 5}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 4}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 3}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 7}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 1}]"
2012-12-08,2012-12-14,786,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 127}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 88}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 49}, {'district': <District.Kandy: 'Kandy'>, 'cases': 44}, {'district': <District.Matale: 'Matale'>, 'cases': 15}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 19}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 4}, {'district': <District.Matara: 'Matara'>, 'cases': 32}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 57}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 6}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 3}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 3}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 11}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 1}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 76}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 123}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 31}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 4}, {'district': <District.Badulla: 'Badulla'>, 'cases': 12}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 4}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 19}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 40}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 14}]"
2013-01-19,2013-01-25,468,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 109}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 59}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 35}, {'district': <District.Kandy: 'Kandy'>, 'cases': 0}, {'district': <District.Matale: 'Matale'>, 'cases': 7}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 17}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 6}, {'district': <District.Matara: 'Matara'>, 'cases': 11}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 12}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 4}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 5}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 5}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 8}, {'district': <District.Ampara: 'Ampara'>, 'cases': 2}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 7}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 51}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 40}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 14}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 7}, {'district': <District.Badulla: 'Badulla'>, 'cases': 6}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 2}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 26}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 18}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 14}]"
2007-12-22,2007-12-28,221,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 44}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 31}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 10}, {'district': <District.Kandy: 'Kandy'>, 'cases': 4}, {'district': <District.Matale: 'Matale'>, 'cases': 1}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 3}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 2}, {'district': <District.Matara: 'Matara'>, 'cases': 4}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 2}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 1}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 1}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 21}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 54}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 18}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 3}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 3}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 7}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 9}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2018-10-06,2018-10-12,415,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 75}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 46}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 28}, {'district': <District.Kandy: 'Kandy'>, 'cases': 41}, {'district': <District.Matale: 'Matale'>, 'cases': 4}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 5}, {'district': <District.Galle: 'Galle'>, 'cases': 8}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 18}, {'district': <District.Matara: 'Matara'>, 'cases': 16}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 33}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 4}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 2}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 23}, {'district': <District.Ampara: 'Ampara'>, 'cases': 2}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 10}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 20}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 12}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 1}, {'district': <District.Badulla: 'Badulla'>, 'cases': 7}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 9}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 20}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 9}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 13}]"
2020-05-25,2020-05-31,109,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 8}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 5}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 13}, {'district': <District.Kandy: 'Kandy'>, 'cases': 14}, {'district': <District.Matale: 'Matale'>, 'cases': 4}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 7}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 0}, {'district': <District.Matara: 'Matara'>, 'cases': 0}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 9}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 1}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 17}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 0}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 2}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 3}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 4}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 3}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 5}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 10}]"
2010-10-30,2010-11-05,115,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 25}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 18}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 6}, {'district': <District.Kandy: 'Kandy'>, 'cases': 6}, {'district': <District.Matale: 'Matale'>, 'cases': 6}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 4}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 3}, {'district': <District.Matara: 'Matara'>, 'cases': 2}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 7}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 0}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 4}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 1}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 4}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 6}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 3}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 1}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 4}]"
2023-02-18,2023-02-24,108,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 160}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 179}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 46}, {'district': <District.Kandy: 'Kandy'>, 'cases': 53}, {'district': <District.Matale: 'Matale'>, 'cases': 21}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 4}, {'district': <District.Galle: 'Galle'>, 'cases': 35}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 20}, {'district': <District.Matara: 'Matara'>, 'cases': 38}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 39}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 41}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 68}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 32}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 133}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 11}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 9}, {'district': <District.Badulla: 'Badulla'>, 'cases': 35}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 13}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 37}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 52}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 54}]"
2024-02-03,2024-02-09,2022,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 349}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 144}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 118}, {'district': <District.Kandy: 'Kandy'>, 'cases': 126}, {'district': <District.Matale: 'Matale'>, 'cases': 22}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 13}, {'district': <District.Galle: 'Galle'>, 'cases': 111}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 37}, {'district': <District.Matara: 'Matara'>, 'cases': 29}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 483}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 22}, {'district': <District.Mannar: 'Mannar'>, 'cases': 19}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 5}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 11}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 67}, {'district': <District.Ampara: 'Ampara'>, 'cases': 12}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 29}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 103}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 52}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 11}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 10}, {'district': <District.Badulla: 'Badulla'>, 'cases': 24}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 36}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 72}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 73}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 44}]"
2020-06-13,2020-06-19,474,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 62}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 48}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 56}, {'district': <District.Kandy: 'Kandy'>, 'cases': 113}, {'district': <District.Matale: 'Matale'>, 'cases': 8}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 2}, {'district': <District.Galle: 'Galle'>, 'cases': 3}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 4}, {'district': <District.Matara: 'Matara'>, 'cases': 0}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 12}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 1}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 12}, {'district': <District.Ampara: 'Ampara'>, 'cases': 4}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 4}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 14}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 5}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 8}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 4}, {'district': <District.Badulla: 'Badulla'>, 'cases': 8}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 81}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 21}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 2}]"
2013-04-27,2013-05-03,331,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 60}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 47}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 16}, {'district': <District.Kandy: 'Kandy'>, 'cases': 12}, {'district': <District.Matale: 'Matale'>, 'cases': 4}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 22}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 7}, {'district': <District.Matara: 'Matara'>, 'cases': 7}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 16}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 1}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 4}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 5}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 5}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 19}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 2}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 13}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 4}, {'district': <District.Badulla: 'Badulla'>, 'cases': 5}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 5}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 50}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 23}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 2}]"
2024-08-24,2024-08-30,857,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 263}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 124}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 43}, {'district': <District.Kandy: 'Kandy'>, 'cases': 72}, {'district': <District.Matale: 'Matale'>, 'cases': 21}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 7}, {'district': <District.Galle: 'Galle'>, 'cases': 27}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 11}, {'district': <District.Matara: 'Matara'>, 'cases': 22}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 16}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 3}, {'district': <District.Mannar: 'Mannar'>, 'cases': 10}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 3}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 21}, {'district': <District.Ampara: 'Ampara'>, 'cases': 2}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 20}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 9}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 7}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 10}, {'district': <District.Badulla: 'Badulla'>, 'cases': 10}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 15}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 25}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 77}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 36}]"
